id,Extracted Price,Extracted Bedrooms,Extracted area,Extracted Bathrooms,Extracted Area_JHB,Extracted listing agency,Extracted Type,Extracted Available Month
20191369,11000,2,80.0,2.0,Melrose North, Farah Properties,Townhouse,April
20191370,40000,,124.0,0.0,None, None,None,None
20191372,15000,1,53.0,1.0,Melrose North, Seeff Sandton,Apartment,February
20191373,6000,1,0.0,1.0,Sandringham, Nextgen Real Estate,Apartment,May
20191379,10000,,0.0,0.0,None,  ,None,None
20191380,13000,3,187.0,3.0,Winchester Hills, Harcourts 1 Vision,Townhouse,April
20191381,6250,1,0.0,1.0,Craighall, Rent - A - Property,Apartment,April
20191382,75000,4,395.0,4.5,Houghton Estate, Alan Becker Properties,Apartment,January
20191383,20000,2,90.0,2.0,Eltonhill, Firzt Realty Company Firzt Realty Company,Apartment,March
20191384,3061,,35.0,0.0,None, None,None,None
20191386,7680,2,99.0,1.0,Berea, Trafalgar Property Management,Apartment,April
20191388,16000,,0.0,0.0,None, None,None,None
20191389,4750,,10000.0,0.0,None,  ,None,None
20191390,5500,2,80.0,1.0,Mondeor, Rental,Apartment,January
20191391,12800,2,0.0,2.0,Sandringham, Firzt Realty Company Firzt Realty Company,Townhouse,April
20191392,6100,2,51.0,1.0,Alan Manor, 2LetNow - JHB,Apartment,April
20191393,11800,1,53.0,1.0,Melrose, Silver Property Group,Apartment,February
20191394,4598,2,85.0,1.0,Bellevue East, Trafalgar Property Management,Apartment,March
20191395,17000,,105.0,0.0,None, None,None,None
20191396,15000,1,54.0,1.0,Houghton Estate, Debro Estates,Apartment,May
20191397,6500,3,60.0,1.0,Mondeor, Property.CoZa - Johannesburg South,Townhouse,March
20191400,14000,,54.0,0.0,None, None,None,None
20191401,22000,2,0.0,2.0,Rosebank, Renprop Residential,Apartment,May
20191402,3450,,32.0,0.0,None,  ,None,None
20191403,3500,1,0.0,1.0,Johannesburg Central, AFHCO Africa Housing Company,Apartment,March
20191404,6200,2,76.0,1.0,Winchester Hills, Property.CoZa - Johannesburg South,Townhouse,March
20191406,5500,1,0.0,1.0,Bramley, You Realty,Apartment,May
20191407,10500,,100.0,0.0,None, None,None,None
20191408,4100,,30.0,0.0,None,  ,None,None
20191409,17500,,108.0,0.0,None, None,None,None
20191410,14000,2,73.0,2.0,Rosebank, Sotheby's International Realty - Craighall,Apartment,May
20191411,5500,2,51.0,1.0,Alan Manor, 2LetNow - JHB,Apartment,April
20191412,6500,1,0.0,1.0,Houghton Estate, Adrienne Hersch Properties,Apartment,April
20191414,5000,,0.0,0.0,None,Apartment / flat to rent in Braamfontein - Johannesburg,None,None
20191417,9000,3,0.0,2.0,Alan Manor, Harcourts Falcons,Townhouse,April
20191418,15000,1,112.0,1.0,Killarney, Nomsa Nene Properties,Apartment,February
20191419,8000,1,0.0,1.0,Newtown, Engel & Volkers Hyde Park,Apartment,March
20191421,15000,2,0.0,2.0,Rosebank, Ezyprop,Apartment,March
20191422,17000,2,95.0,2.0,Melrose, Sotheby's International Realty - Craighall,Apartment,March
20191424,5200,,0.0,0.0,None, None,None,None
20191425,7000,1,0.0,1.0,Glenhazel, Firzt Realty Company Firzt Realty Company,Apartment,April
20191426,5500,2,51.0,1.0,Ridgeway, 2LetNow - JHB,Apartment,April
20191427,5600,,0.0,0.0,None, None,None,None
20191429,17500,,186.0,0.0,None, None,None,None
20191430,11800,,0.0,0.0,None, None,None,None
20191432,6500,,0.0,0.0,None, None,None,None
20191433,25000,2,174.0,2.0,Dunkeld West, Property.CoZa - Randburg,Apartment,June
20191435,3550,,0.0,0.0,None, None,None,None
20191436,4500,1,50.0,1.0,Robertsham, Rental,Apartment,March
20191437,35000,,0.0,0.0,None,Apartment / flat to rent in Houghton Estate - Johannesburg,None,None
20191438,8300,,70.0,,Glenvista, ,Townhouse,None
20191439,3198,,0.0,0.0,None, None,None,None
20191441,20000,3,193.0,3.0,Oaklands, Zareena Kara Properties,Townhouse,May
20191442,6500,3,81.0,2.0,Linmeyer, Boss Platinum Real Estate,Apartment,March
20191444,6500,,0.0,0.0,None, None,None,None
20191445,50000,3,200.0,3.5,Houghton Estate, Silver Property Group,Apartment,March
20191446,12500,,134.0,0.0,None, None,None,None
20191448,10500,2,77.0,2.0,Houghton Estate, Adrienne Hersch Properties,Apartment,April
20191450,25000,2,0.0,2.0,Eltonhill, Century 21 Sandton,Apartment,March
20191451,7300,3,0.0,2.0,Winchester Hills, Dormehl Phalane Property Group Meyersdal,Townhouse,May
20191452,6500,2,0.0,1.0,Sydenham, You Realty,Apartment,April
20191453,5250,1,0.0,1.0,Linksfield, Farah Properties,Apartment,April
20191454,7400,2,75.0,2.0,Oakdene, PropertyCloud,Townhouse,April
20191457,3259,1,85.0,1.0,Berea, Trafalgar Property Management,Apartment,March
20191458,3259,2,85.0,1.0,Berea, Trafalgar Property Management,Apartment,March
20191459,3088,1,85.0,1.0,Berea, Trafalgar Property Management,Apartment,March
20191461,10500,,88.0,0.0,None, None,None,None
20191462,20000,3,176.0,2.5,Oaklands, Silver Property Group,Apartment,April
20191463,6900,2,50053.0,1.0,Glenvista, Lencar Exclusive Properties,Townhouse,April
20191464,55000,4,334.0,4.0,Houghton Estate, Zareena Kara Properties,Apartment,April
20191465,7000,2,52.0,2.0,Rembrandt Park, Trafalgar Property Management,Apartment,March
20191466,6000,,0.0,0.0,None, None,None,None
20191467,4200,1,30.0,1.0,Doornfontein, Rental,Apartment,February
20191468,50000,4,395.0,4.0,Rosebank, Zareena Kara Properties,Apartment,February
20191469,8600,2,0.0,1.0,Oakdene, Ryx Renting,Apartment,May
20191470,10500,,0.0,0.0,None, None,None,None
20191471,9500,,0.0,0.0,None, None,None,None
20191472,16500,3,0.0,2.0,Houghton Estate, Renprop Residential,Townhouse,May
20191473,5000,,0.0,0.0,None, None,None,None
20191474,6080,2,0.0,1.0,Bellevue, Framework Property Services,Apartment,April
20191475,7500,,0.0,0.0,None, None,None,None
20191476,20000,2,0.0,2.0,Rosebank, Sotheby's International Realty - Craighall,Apartment,April
20191478,5850,,0.0,2.0,None,2 Bedroom Apartment / flat to rent in Alveda - Johannesburg,None,None
20191480,6000,1,0.0,1.0,Norwood, Renprop Residential,Apartment,April
20191482,8500,1,0.0,1.0,Waverley, Rental,Apartment,April
20191483,3695,,0.0,0.0,None,  ,None,None
20191484,4800,,0.0,0.0,None,Apartment / flat to rent in Maboneng - Johannesburg,None,None
20191485,4200,1,0.0,1.0,Albertville, Rawson Properties Northcliff,Apartment,May
20191487,11000,2,0.0,1.0,Houghton Estate, Vered Estates,Apartment,March
20191488,50000,4,385.0,4.0,Rosebank, Firzt Realty Company Firzt Realty Company,Apartment,February
20191489,13500,2,0.0,2.0,Parkwood, Trafalgar Property Management,Apartment,April
20191490,6500,,0.0,0.0,None, None,None,None
20191494,6500,2,0.0,1.0,Rembrandt Park, Rowcor Properties Eleanor Jacobs,Townhouse,April
20191495,15000,,0.0,0.0,None, None,None,None
20191498,6500,,80.0,,"Bassonia - Johannesburg; RE/MAX, Superior", ,Townhouse,None
20191500,4500,2,0.0,1.0,Mondeor, Ryx Renting,Apartment,April
20191501,20000,3,0.0,2.0,Riviera, Jawitz Johannesburg North,Townhouse,March
20191502,11000,1,0.0,1.0,Melrose, Jawitz Johannesburg North,Apartment,April
20191503,7000,2,0.0,1.0,Craighall, Rent - A - Property,Apartment,April
20191505,15000,,145.0,0.0,None, None,None,None
20191509,9000,,93.0,0.0,None, None,None,None
20191510,7000,3,0.0,3.0,Fordsburg, Rental,Townhouse,January
20191511,6400,1,0.0,1.0,Oakdene, IHS Property Management,Apartment,April
20191513,28000,2,0.0,2.5,Dunkeld West, Frankie Bell's Real Estate,Apartment,March
20191514,4950,1,0.0,1.0,Johannesburg Central, Rental,Apartment,April
20191515,24000,3,0.0,2.0,Waverley, Firzt Realty Company Firzt Realty Company,Apartment,March
20191516,8200,,67.0,0.0,None, None,None,None
20191517,14500,,0.0,0.0,None, None,None,None
20191518,13000,2,0.0,2.0,Melrose, Firzt Realty Company Firzt Realty Company,Apartment,March
20191519,8500,3,125.0,1.0,Berea, Trafalgar Property Management,Apartment,March
20191520,13000,2,0.0,2.0,Melrose, Ezyprop,Apartment,February
20191521,39500,2,0.0,2.0,Houghton Estate, Jawitz Johannesburg North,Apartment,March
20191523,16500,,174.0,0.0,None, None,None,None
20191525,9000,3,110.0,2.0,Winchester Hills, Rental,Townhouse,April
20191526,7500,,0.0,0.0,None, None,None,None
20191527,3995,2,0.0,1.0,Jeppestown, Mafadi Property Management Office,Apartment,April
20191529,7700,1,83.0,1.0,Maboneng, Rental,Apartment,May
20191530,6950,,0.0,0.0,"Glenvista - Johannesburg; RE/MAX, Superior", ,Townhouse,None
20191533,5500,2,68.0,1.0,Winchester Hills, Hamptons Realty Group,Apartment,April
20191534,19000,2,89.0,2.0,Parktown North, Seeff Sandton,Apartment,February
20191535,2000,1,0.0,1.0,Turffontein, Framework Property Services,Apartment,April
20191536,6100,2,51.0,1.0,Alveda, 2LetNow - JHB,Apartment,April
20191539,10000,1,56.0,1.0,Saxonwold, Tyson Properties Fourways,Apartment,April
20191540,11000,,138.0,0.0,None, None,None,None
20191541,4100,,0.0,0.0,None,Apartment / flat to rent in Johannesburg Central - Johannesburg,None,None
20191542,4664,2,85.0,1.0,Bellevue, Trafalgar Property Management,Apartment,February
20191543,7995,,0.0,0.0,South Hills, ,Townhouse,None
20191544,14000,2,126.0,2.0,Craighall, You Realty,Townhouse,March
20191545,3750,1,37.0,1.0,Braamfontein, Nkosi Property Group Office,Apartment,February
20191547,12000,,123.0,0.0,None, None,None,None
20191548,6850,,0.0,2.0,None,2 Bedroom Townhouse to rent in Liefde En Vrede - Johannesburg,None,None
20191549,10500,,0.0,0.0,None,Townhouse to rent in Houghton Estate - Johannesburg,None,None
20191552,8000,,0.0,0.0,None,  ,None,None
20191554,6100,,53.0,0.0,None, None,None,None
20191555,5500,,0.0,0.0,None, None,None,None
20191556,4200,1,0.0,1.0,Maboneng, Mafadi Property Management Office,Apartment,March
20191557,21990,3,500231.0,3.0,Glenvista, Allegiance Properties - JHB South,Townhouse,May
20191558,5500,1,35.0,1.0,Bramley, Russell Fisher Properties,Apartment,May
20191560,6000,,0.0,0.0,None,Apartment / flat to rent in Braamfontein - Johannesburg,None,None
20191561,16000,3,170.0,2.0,Killarney, Property.Coza - Bryanston/Lonehill,Apartment,February
20191562,12450,2,0.0,2.0,Craighall, Rental,Apartment,March
20191563,5850,2,51.0,1.0,Meredale, 2LetNow - JHB,Apartment,April
20191564,18000,1,48.0,1.0,Houghton Estate, Silver Property Group,Apartment,February
20191565,4750,1,0.0,1.0,Emmarentia, Property.Coza - Bryanston/Lonehill,Apartment,February
20191566,2399,1,30.0,1.0,North Doornfontein, iThemba Property,Apartment,April
20191569,4300,1,35.0,1.0,Newtown, Rental,Apartment,February
20191571,5300,,0.0,0.0,None, None,None,None
20191572,7000,1,70.0,1.0,Sandringham, Rental,Apartment,April
20191573,6300,1,63.0,1.0,Houghton Estate, Trafalgar Property Management,Apartment,May
20191574,3000,,0.0,0.0,None,  ,None,None
20191575,6000,1,0.0,1.0,Doornfontein, Jawitz Johannesburg North,Apartment,April
20191576,6350,2,0.0,1.0,Kibler Park, 2LetNow - JHB,Apartment,January
20191577,24000,3,216.0,2.5,Waverley, Vered Estates,Townhouse,March
20191578,3570,,0.0,0.0,None,  ,None,None
20191580,2995,0.5,0.0,0.5,Jeppestown, Mafadi Property Management Office,Apartment,April
20191581,22000,1,0.0,1.0,Melrose Arch, Ezyprop,Apartment,March
20191582,2657,,20.0,0.0,None, None,None,None
20191583,3500,1,100.0,1.0,Rosettenville, Landstar Property Solutions,Apartment,April
20191584,12500,3,159.0,2.0,Killarney, Power of 2 Realty,Apartment,February
20191585,12500,3,102.0,2.0,Craighall Park, Adrienne Hersch Properties,Townhouse,April
20191588,10000,2,70.0,2.0,Parktown North, Momentum International Realty - National Branch,Apartment,January
20191589,6500,1,0.0,1.0,Gresswold, Farah Properties,Apartment,April
20191590,2600,,0.0,0.0,None,  ,None,None
20191592,10800,3,0.0,2.0,Oakdene, IHS Property Management,Apartment,April
20191593,55000,4,365.0,4.5,Houghton Estate, Alan Becker Properties,Apartment,March
20191595,7600,,69.0,,Winchester Hills, ,Townhouse,None
20191596,6000,1,0.0,1.0,Sandringham, Nextgen Real Estate,Apartment,May
20191598,20000,2,67.0,2.0,Rosebank, Firzt Realty Company Firzt Realty Company,Apartment,February
20191600,14000,2,0.0,2.0,Sandringham, Adrienne Hersch Properties,Townhouse,April
20191601,3225,0.5,0.0,1.0,Johannesburg Central, AFHCO Africa Housing Company,Apartment,March
20191602,2887,0.5,0.0,1.0,Johannesburg Central, AFHCO Africa Housing Company,Apartment,March
20191604,5000,1,0.0,1.0,Braamfontein, Seeff - Johannesburg Central,Apartment,February
20191606,2750,,30.0,0.0,None, None,None,None
20191608,2772,,30.0,0.0,None, None,None,None
20191609,7500,1,0.0,1.0,Melrose, Jawitz Johannesburg North,Apartment,April
20191610,3100,,0.0,0.0,None, None,None,None
20191611,5300,1,41.0,1.0,Auckland Park, Trafalgar Property Management,Apartment,March
20191613,6500,2,0.0,1.0,Montgomery Park, Linprop,Apartment,March
20191614,15000,,0.0,0.0,None,  ,None,None
20191615,6300,,0.0,0.0,None, None,None,None
20191616,5450,2,0.0,1.0,Winchester Hills, Framework Property Services,Apartment,April
20191617,15000,1,0.0,2.0,Parktown North, Frankie Bell's Real Estate,Apartment,March
20191619,6500,,0.0,0.0,None, None,None,None
20191622,9000,1,57.0,1.0,Rosebank, RE/MAX Advantage,Apartment,April
20191623,5500,3,0.0,2.0,Lenasia South, Rowcor Properties Eleanor Jacobs,Apartment,May
20191624,15000,2,73.0,2.0,Rosebank, Ezyprop,Apartment,March
20191625,17500,2,0.0,2.0,Parkwood, Only Realty 360,Apartment,April
20191626,19800,2,80.0,2.0,Rosebank, Sotheby's International Realty - Craighall,Apartment,May
20191627,6500,1,0.0,1.0,Norwood, Jawitz Johannesburg North,Apartment,March
20191628,5500,2,51.0,1.0,Meredale, 2LetNow - JHB,Apartment,April
20191629,11500,1,0.0,1.0,Braamfontein, Property.Coza - Bryanston/Lonehill,Apartment,March
20191631,5500,2,0.0,1.0,Meredale, IHS Property Management,Apartment,February
20191632,60000,4,0.0,4.5,Houghton Estate, Silver Property Group,Apartment,March
20191633,4800,,33.0,0.0,None, None,None,None
20191634,7500,,0.0,0.0,None,Townhouse to rent in Glenanda - Johannesburg,None,None
20191636,13000,1,96.0,1.5,Riviera, Rental,Apartment,April
20191637,4950,2,0.0,1.0,Rosettenville, Lencar Exclusive Properties,Apartment,June
20191638,14500,3,0.0,2.0,Killarney, Frankie Bell's Real Estate,Apartment,March
20191641,14000,3,212.0,2.0,Riviera, Key Location,Apartment,February
20191642,9000,1,0.0,1.0,Rosebank, You Realty,Apartment,April
20191643,6500,1,0.0,1.0,Highlands North, Rental,Apartment,April
20191644,6100,,76.0,0.0,None, None,None,None
20191645,55000,4,10283.0,4.0,Houghton Estate, Zareena Kara Properties,Townhouse,April
20191647,4600,2,67.0,1.0,Berea, Trafalgar Property Management,Apartment,March
20191648,3700,1,0.0,1.0,Rosettenville, Rental,Apartment,March
20191651,5500,2,0.0,1.0,Meredale, Property.CoZa - Johannesburg South,Townhouse,February
20191652,6100,,51.0,0.0,None,  ,None,None
20191654,17500,3,145.0,2.0,Savoy Estate, Executive Properties,Townhouse,March
20191655,6500,2,77.0,1.0,Mulbarton, Allegiance Properties - JHB South,Townhouse,February
20191656,6900,2,0.0,1.0,Parkwood, Rent - A - Property,Apartment,April
20191657,5300,,0.0,0.0,None,  ,None,None
20191658,15000,,0.0,0.0,None,Apartment / flat to rent in Killarney - Johannesburg,None,None
20191659,3300,1,0.0,1.0,Marshalltown, Mafadi Property Management Office,Apartment,April
20191662,3800,1,24.0,1.0,Doornfontein, Rental,Apartment,February
20191665,2386,,20.0,0.0,None, None,None,None
20191667,11000,,90.0,0.0,None, None,None,None
20191672,38000,2,0.0,2.0,Rosebank, Etchells & Young Property Brokers,Apartment,March
20191673,7800,,88.0,0.0,None, None,None,None
20191674,9000,2,130916.0,2.0,Glenvista, Lencar Exclusive Properties,Townhouse,May
20191676,10500,2,75.0,2.0,Melrose North, Rental,Apartment,April
20191678,3500,,0.0,0.0,None, None,None,None
20191679,13500,3,189.0,2.0,Killarney, Key Location,Apartment,April
20191680,13500,2,113.0,2.0,Braamfontein Werf, Sotheby's International Realty - Craighall,Apartment,February
20191681,3695,1,0.0,1.0,Doornfontein, Mafadi Property Management Office,Apartment,March
20191682,13000,2,80.0,1.0,Craighall Park, RE/MAX Advantage,Apartment,April
20191684,8000,2,540125.0,2.0,Gleneagles, PropertyCloud,Townhouse,March
20191685,7200,,0.0,0.0,None, None,None,None
20191687,3000,,26.0,0.0,None, None,None,None
20191689,11500,2,85.0,2.0,Glenhazel, Jawitz Bedfordview,Apartment,March
20191690,4800,2,60.0,1.0,Berea, Trafalgar Property Management,Apartment,January
20191695,7000,2,0.0,1.0,Auckland Park, Rental,Apartment,April
20191698,6500,2,0.0,1.0,Kibler Park, Infinity Homes & Rentals,Townhouse,March
20191701,4500,1,0.0,1.0,City & Suburban, Mafadi Property Management Office,Apartment,June
20191702,20000,,0.0,0.0,None, None,None,None
20191703,3400,,0.0,0.0,None, None,None,None
20191704,16500,2,0.0,2.0,Birdhaven, Chas Everitt Hyde Park,Apartment,March
20191707,8600,1,88.0,1.0,Riviera, You Realty,Apartment,March
20191709,4500,1,0.0,1.0,Maboneng, Lukhanyo Property,Apartment,March
20191711,7800,2,98.0,1.0,Craighall Park, David Paul Real Estate CC,Apartment,April
20191712,17000,2,0.0,2.0,Rosebank, Etchells & Young Property Brokers,Apartment,March
20191713,6500,3,0.0,1.0,Haddon, Infinity Homes & Rentals,Townhouse,March
20191715,5280,,26.0,0.0,None, None,None,None
20191716,23000,3,100.0,2.0,Melrose North, Seeff Sandton,Apartment,November
20191717,15000,2,0.0,1.0,Killarney, Urban Link JHB Zone 1,Apartment,March
20191718,22000,2,0.0,2.0,Rosebank, Etchells & Young Property Brokers,Apartment,February
20191720,16000,,117.0,0.0,None, None,None,None
20191721,19500,,0.0,0.0,None, None,None,None
20191722,3637,,0.0,0.0,None, None,None,None
20191724,2950,1,34.0,1.0,Johannesburg Central, Rental,Apartment,March
20191725,15500,2,0.0,2.0,Killarney, Rental,Apartment,April
20191726,35000,,165.0,0.0,None, None,None,None
20191727,16000,,0.0,0.0,None,  ,None,None
20191729,6500,1,0.0,1.0,Jeppestown, Engel & Volkers Hyde Park,Apartment,March
20191731,15000,2,120.0,1.0,Killarney, Firzt Realty Company Firzt Realty Company,Apartment,February
20191736,12500,,0.0,0.0,None, None,None,None
20191739,10000,1,107.0,1.5,Killarney, Rental,Apartment,March
20191740,9000,,65.0,0.0,None,Apartment / flat to rent in Braamfontein - Johannesburg,None,None
20191744,14999,2,100.0,2.0,Melrose North, Sotheby's International Realty - Craighall,Apartment,April
20191745,5700,,58.0,,Suideroord, ,Townhouse,None
20191747,5000,1,0.0,1.0,Mayfield Park, PropertyCloud,Apartment,March
20191748,12000,2,134.0,2.5,Killarney, Property.CoZa - Randburg,Apartment,March
20191749,15000,,0.0,0.0,None,  ,None,None
20191753,18000,2,191.0,2.0,Killarney, Trafalgar Property Management,Apartment,March
20191754,25000,,0.0,0.0,None, None,None,None
20191755,6500,2,0.0,1.5,Winchester Hills, Property.CoZa - Johannesburg South,Apartment,March
20191756,12900,2,0.0,2.0,Killarney, Firzt Realty Company Firzt Realty Company,Apartment,March
20191758,3050,,10000.0,0.0,None, None,None,None
20191759,5400,2,0.0,1.0,Yeoville, Framework Property Services,Apartment,April
20191760,12000,1,80.0,1.0,Parkview, Rental,Apartment,February
20191761,8750,2,0.0,1.0,Westdene, Gaylin Estates,Apartment,May
20191763,3450,0.5,0.0,1.0,Johannesburg Central, Mafadi Property Management Office,Apartment,April
20191764,16500,2,0.0,2.0,Oaklands, Silver Property Group,Apartment,January
20191766,7850,,0.0,0.0,None,Apartment / flat to rent in Houghton Estate - Johannesburg,None,None
20191767,13000,2,138.0,1.5,Killarney, Urban Link JHB Zone 1,Apartment,April
20191768,15000,1,0.0,1.0,Killarney, Property.Coza - Bryanston/Lonehill,Apartment,March
20191769,14000,1,85.0,1.0,Houghton Estate, John Livanos Estates,Apartment,March
20191770,5400,,0.0,0.0,None, None,None,None
20191771,12000,1,74.0,1.0,Marshalltown, Seeff - Johannesburg Central,Apartment,January
20191772,6000,,57.0,0.0,None,  ,None,None
20191774,16000,2,150.0,2.0,Birdhaven, O-Yes Properties,Apartment,May
20191775,6800,,70.0,0.0,None, None,None,None
20191776,3500,,0.0,1.0,None,1 Bedroom Apartment / flat to rent in Lyndhurst - Johannesburg,None,None
20191778,18000,2,68.0,2.0,Rosebank, Renprop Residential,Apartment,May
20191784,8000,3,0.0,2.0,Corlett Gardens, Framework Property Services,Apartment,April
20191785,13500,2,0.0,2.0,Birdhaven, Tyson Properties Fourways,Apartment,March
20191787,19000,2,135.0,1.0,Melrose North, You Realty,Apartment,February
20191789,6000,3,95.0,1.0,Ridgeway, Momentum International Realty - National Branch,Townhouse,April
20191790,17000,1,60.0,1.0,Rosebank, Property.Coza - Bryanston/Lonehill,Apartment,February
20191791,12000,1,0.0,1.0,Houghton Estate, Debro Estates,Apartment,May
20191793,14500,2,0.0,2.0,Houghton Estate, Frankie Bell's Real Estate,Apartment,March
20191794,16000,2,0.0,2.0,Craighall, Farah Properties,Townhouse,April
20191795,6800,,61.0,0.0,None, None,None,None
20191796,28000,2,120.0,2.0,Dunkeld, Infinite Property Network Dynamyx,Apartment,January
20191799,4580,2,0.0,1.0,Bellevue East, Framework Property Services,Apartment,April
20191801,9000,1,56.0,1.0,Parktown North, Property.CoZa - Randburg,Apartment,February
20191802,6500,,0.0,0.0,None,  ,None,None
20191803,7000,3,127.0,1.0,Bellevue East, Rental,Apartment,January
20191804,7500,3,0.0,2.0,Mondeor, Alpha Rentals,Townhouse,May
20191805,8000,1,64.0,1.0,Johannesburg Central, Rental,Apartment,March
20191807,6000,,0.0,0.0,None, None,None,None
20191808,35000,3,344.0,2.0,Houghton Estate, Zareena Kara Properties,Apartment,February
20191809,11900,2,0.0,2.0,Killarney, Rental,Apartment,October
20191810,15000,,0.0,0.0,None, None,None,None
20191811,11900,,0.0,0.0,None, None,None,None
20191813,9500,2,0.0,2.0,Oakdene, Nextgen Real Estate,Apartment,February
20191814,19500,,0.0,0.0,None,Townhouse to rent in Glenhazel - Johannesburg,None,None
20191815,6500,,0.0,0.0,None, None,None,None
20191816,11500,2,100.0,1.0,Rosebank, Property.Coza - Bryanston/Lonehill,Apartment,March
20191818,5450,2,0.0,1.0,Townsview, Rental,Townhouse,April
20191820,16000,2,0.0,2.0,Melrose, Jawitz Johannesburg North,Townhouse,May
20191821,3300,,0.0,0.0,None, None,None,None
20191822,8800,1,0.0,1.0,Houghton Estate, Rowcor Properties Eleanor Jacobs,Apartment,March
20191823,12000,,0.0,0.0,None, None,None,None
20191826,3100,,0.0,0.0,None, None,None,None
20191827,15000,2,100.0,1.0,Waverley, Century 21 Sandton,Apartment,April
20191828,15000,,116.0,0.0,None, None,None,None
20191830,19000,2,5.0,2.0,Rosebank, The Property Collection,Apartment,January
20191832,7700,1,200.0,1.0,Parkwood, Rental,Apartment,May
20191833,5484,1,85.0,1.0,Hillbrow, Trafalgar Property Management,Apartment,April
20191834,12000,2,0.0,1.0,Houghton Estate, Zareena Kara Properties,Townhouse,April
20191836,3500,,50.0,0.0,None, None,None,None
20191837,7250,,52.0,0.0,None, None,None,None
20191839,12500,2,160.0,1.0,Killarney, Frankie Bell's Real Estate,Apartment,April
20191840,5500,,74.0,,Mondeor, ,Apartment,None
20191842,12500,,0.0,0.0,None, None,None,None
20191845,4307,2,40.0,1.0,Yeoville, Trafalgar Property Management,Apartment,February
20191849,6000,2,0.0,1.0,Albertville, Property.CoZa - Randburg,Apartment,March
20191850,12000,1,0.0,1.0,Houghton Estate, Rowcor Properties Eleanor Jacobs,Apartment,March
20191851,5600,1,0.0,1.0,Kensington, Harcourts Kempen,Apartment,April
20191853,6000,,32.0,0.0,None,  ,None,None
20191858,1813,,20.0,0.0,None, None,None,None
20191859,24000,3,0.0,3.0,Glenvista, Harcourts Falcons,Townhouse,April
20191861,11000,2,109.0,1.5,Parkwood, Vered Estates,Apartment,February
20191862,14000,3,0.0,1.0,Parktown, Rawson Properties Benoni East,Apartment,February
20191863,6500,3,0.0,1.0,Bellevue, Framework Property Services,Apartment,April
20191864,3800,,0.0,0.0,None, None,None,None
20191865,13500,,0.0,0.0,None,  ,None,None
20191866,18000,,116.0,0.0,None, None,None,None
20191868,5800,1,54.0,1.0,Orange Grove, Rental,Apartment,May
20191870,37000,,0.0,0.0,None, None,None,None
20191872,5000,3,69.0,1.0,Auckland Park, Rental,Apartment,March
20191874,10500,,69.0,0.0,None,Townhouse to rent in Houghton Estate - Johannesburg,None,None
20191875,4995,,43.0,,South Hills, ,Apartment,None
20191876,5500,1,0.0,1.0,Sydenham, Farah Properties,Apartment,April
20191878,4750,,40.0,0.0,None,  ,None,None
20191879,4600,,0.0,0.0,None, None,None,None
20191880,19500,,97.0,0.0,None, None,None,None
20191882,6500,1,140.0,1.0,Melville, Rental,Apartment,May
20191883,2500,,30.0,0.0,None,  ,None,None
20191887,6500,,0.0,0.0,None, None,None,None
20191895,8000,1,94.0,1.0,Houghton Estate, Zareena Kara Properties,Apartment,June
20191896,5000,1,84.0,1.0,Bellevue, Property.CoZa - Sandton,Apartment,December
20191897,15000,3,120.0,2.0,Glenhazel, Firzt Realty Company Firzt Realty Company,Apartment,February
20191898,5000,1,0.0,1.0,Maboneng, Lukhanyo Property,Apartment,March
20191900,7000,1,0.0,1.0,Braamfontein, Seeff - Johannesburg Central,Apartment,February
20191901,6500,,0.0,0.0,"Rispark - Johannesburg; RE/MAX, Superior", ,Townhouse,None
20191902,21000,,100.0,0.0,None, None,None,None
20191904,7000,2,0.0,1.0,Winchester Hills, Natrent Rentals,Townhouse,June
20191907,5550,3,0.0,2.0,Jeppestown, Mafadi Property Management Office,Apartment,April
20191908,5700,,62.0,,Suideroord, ,Townhouse,None
20191909,4400,,0.0,0.0,None, None,None,None
20191910,7500,2,0.0,1.0,Liefde En Vrede, Lencar Exclusive Properties,Townhouse,April
20191911,15000,2,152.0,2.0,Killarney, Key Location,Apartment,March
20191912,7000,1,59.0,1.0,Marshalltown, Trafalgar Property Management,Apartment,March
20191913,7300,2,0.0,2.0,Glenvista, Lencar Exclusive Properties,Apartment,April
20191914,6770,,50.0,0.0,None,  ,None,None
20191915,4800,,28.0,0.0,None, None,None,None
20191916,4840,2,0.0,1.0,Rosettenville, Lencar Exclusive Properties,Apartment,April
20191917,4500,1,0.0,1.0,Liefde En Vrede, Property.CoZa - Johannesburg South,Apartment,April
20191918,3900,1,0.0,1.0,Johannesburg Central, IHS Property Management,Apartment,May
20191919,7500,,0.0,0.0,None, None,None,None
20191920,5200,1,0.0,1.0,Auckland Park, Skye Letting,Apartment,April
20191921,2500,0.5,0.0,1.0,Johannesburg Central, Framework Property Services,Apartment,April
20191922,8500,1,92.0,1.0,Marshalltown, Nkosi Property Group Office,Apartment,December
20191923,16500,2,0.0,2.0,Westcliff, Rent - A - Property,Apartment,April
20191925,6950,3,98.0,2.0,Bassonia, Boss Platinum Real Estate,Apartment,December
20191926,15000,3,0.0,2.0,Killarney, Urban Link JHB Zone 1,Apartment,April
20191927,25000,2,92.0,2.0,Rosebank, Knightbridge Properties,Apartment,January
20191929,21000,,80.0,0.0,None, None,None,None
